,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13380,XB,2004,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05
8323,XB,2004,Action,Eidos Interactive,0.13,0.04,0.0,0.01,0.17
4392,GC,2004,Sports,Electronic Arts,0.35,0.09,0.0,0.01,0.45
1613,XB,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23
1005,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.75
13924,PS2,2004,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.04
4394,GC,2004,Fighting,THQ,0.35,0.09,0.0,0.01,0.45
6321,XB,2004,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27
10144,PS2,2004,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11
8364,PS2,2004,Action,Electronic Arts,0.08,0.06,0.0,0.02,0.17
6310,PS2,2004,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27
8052,PS2,2004,Shooter,Gathering of Developers,0.09,0.07,0.0,0.02,0.18
9548,GBA,2004,Platform,Electronic Arts,0.09,0.03,0.0,0.0,0.13
9550,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13
7173,GC,2004,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22
1907,PS2,2004,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08
10873,PS2,2004,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09
6333,PS2,2004,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,0.27
3406,XB,2004,Sports,Electronic Arts,0.44,0.13,0.0,0.02,0.59
3685,XB,2004,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55
696,XB,2004,Racing,Electronic Arts,1.38,0.8,0.0,0.1,2.28
1624,GBA,2004,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23
9567,GBA,2004,Misc,Nintendo,0.09,0.03,0.0,0.0,0.13
11335,GBA,2004,Action,Hudson Soft,0.0,0.0,0.08,0.0,0.08
4465,GC,2004,Fighting,Tomy Corporation,0.0,0.0,0.43,0.01,0.44
6662,XB,2004,Shooter,Vivendi Games,0.19,0.05,0.0,0.01,0.25
10132,GBA,2004,Strategy,Atari,0.08,0.03,0.0,0.0,0.11
10008,XB,2004,Shooter,Atari,0.09,0.02,0.0,0.0,0.11
11343,GBA,2004,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08
686,DS,2004,Puzzle,Nintendo,0.52,0.45,1.21,0.13,2.31
4462,XB,2004,Racing,THQ,0.34,0.08,0.0,0.02,0.44
6554,GBA,2004,Action,Nintendo,0.1,0.04,0.11,0.01,0.26
685,PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31
7480,XB,2004,Sports,Global Star,0.15,0.04,0.0,0.01,0.21
7602,GC,2004,Platform,Electronic Arts,0.15,0.04,0.0,0.01,0.2
881,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94
9504,GBA,2004,Racing,Namco Bandai Games,0.09,0.03,0.0,0.0,0.13
1479,PS2,2004,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33
1959,GBA,2004,Action,Activision,0.76,0.28,0.0,0.02,1.06
1595,PS2,2004,Action,Ubisoft,0.52,0.56,0.0,0.17,1.25
11416,GC,2004,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08
11393,GBA,2004,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08
9941,XB,2004,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12
11428,PS2,2004,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
3336,GBA,2004,Racing,Majesco Entertainment,0.43,0.16,0.0,0.01,0.6
10874,PS2,2004,Shooter,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09
961,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81
7159,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0.0,0.03,0.22
10911,GC,2004,Shooter,O3 Entertainment,0.07,0.02,0.0,0.0,0.09
6416,PS2,2004,Strategy,Atari,0.13,0.1,0.0,0.03,0.27
11411,PS2,2004,Action,Sega,0.04,0.03,0.0,0.01,0.08
7611,PC,2004,Shooter,LucasArts,0.06,0.12,0.0,0.02,0.2
10920,DS,2004,Puzzle,Ignition Entertainment,0.0,0.0,0.09,0.0,0.09
3868,GBA,2004,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52
1566,PS2,2004,Action,Sony Computer Entertainment,0.62,0.48,0.0,0.16,1.27
667,PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37
15197,Wii,2004,Shooter,Unknown,0.02,0.0,0.0,0.0,0.02
15196,XB,2004,Action,Microids,0.02,0.0,0.0,0.0,0.02
15191,GC,2004,Shooter,Global Star,0.02,0.0,0.0,0.0,0.02
665,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37
13313,XB,2004,Shooter,Global Star,0.04,0.01,0.0,0.0,0.05
10926,XB,2004,Misc,Atari,0.07,0.02,0.0,0.0,0.09
10747,GBA,2004,Platform,Nintendo,0.0,0.0,0.09,0.0,0.1
3713,PS2,2004,Racing,Namco Bandai Games,0.26,0.21,0.0,0.07,0.54
6574,XB,2005,Misc,THQ,0.19,0.06,0.0,0.01,0.26
8155,PS2,2005,Action,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
7256,GC,2005,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22
5468,GC,2005,Simulation,Electronic Arts,0.26,0.07,0.0,0.01,0.33
6601,DS,2005,Misc,Nintendo,0.21,0.0,0.02,0.02,0.26
6855,GBA,2005,Puzzle,Namco Bandai Games,0.17,0.06,0.0,0.0,0.24
8131,GBA,2005,Misc,Zoo Digital Publishing,0.13,0.05,0.0,0.0,0.18
6134,GBA,2005,Action,Activision,0.2,0.08,0.0,0.01,0.28
6879,GC,2005,Action,Activision,0.19,0.05,0.0,0.01,0.24
6415,PS2,2005,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27
6856,PS2,2005,Racing,ValuSoft,0.12,0.09,0.0,0.03,0.24
7740,PS2,2005,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.19
7362,XB,2005,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21
8169,XB,2005,Racing,THQ,0.13,0.04,0.0,0.01,0.18
7272,PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22
7843,PSP,2005,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19
8273,GC,2005,Fighting,Electronic Arts,0.13,0.03,0.0,0.0,0.17
5774,PS2,2005,Misc,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31
7355,DS,2005,Sports,Activision,0.19,0.01,0.0,0.02,0.21
7448,PS2,2005,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21
7754,DS,2005,Action,Sega,0.0,0.0,0.19,0.0,0.19
8159,GC,2005,Adventure,Global Star,0.14,0.04,0.0,0.0,0.18
6138,XB,2005,Fighting,Electronic Arts,0.21,0.06,0.0,0.01,0.28
5776,X360,2005,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.31
5900,PC,2005,Racing,Electronic Arts,0.02,0.23,0.0,0.05,0.3
6492,GBA,2005,Racing,Electronic Arts,0.19,0.07,0.0,0.0,0.26
6851,XB,2005,Fighting,Atari,0.18,0.05,0.0,0.01,0.24
8374,PS2,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17
7489,GC,2005,Fighting,Atari,0.16,0.04,0.0,0.01,0.21
8621,X360,2005,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16
8655,GBA,2005,Action,THQ,0.11,0.04,0.0,0.0,0.16
7513,PS2,2005,Sports,Atari,0.1,0.08,0.0,0.03,0.2
8132,PS2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0.0,0.02,0.18
7522,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2
5901,GC,2005,Sports,Electronic Arts,0.23,0.06,0.0,0.01,0.3
8378,GC,2005,Sports,Electronic Arts,0.13,0.03,0.0,0.0,0.17
6113,GBA,2005,Action,Atari,0.2,0.08,0.0,0.01,0.28
6120,XB,2005,Action,Take-Two Interactive,0.21,0.06,0.0,0.01,0.28
5487,GBA,2005,Action,Activision,0.24,0.09,0.0,0.01,0.33
7779,PSP,2005,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19
6838,GC,2005,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24
7459,PS2,2005,Action,THQ,0.1,0.08,0.0,0.03,0.21
7523,XB,2005,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2
6598,PSP,2005,Racing,Codemasters,0.0,0.25,0.0,0.0,0.26
8350,PC,2005,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.17
7364,PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21
7466,PSP,2005,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21
5775,DS,2005,Platform,Activision,0.25,0.04,0.0,0.03,0.31
8160,PS2,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18
7751,PS2,2005,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19
8308,GBA,2005,Platform,THQ,0.12,0.05,0.0,0.0,0.17
6833,PS2,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24
6326,GC,2005,Platform,Disney Interactive Studios,0.21,0.05,0.0,0.01,0.27
7587,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.2
8537,PS2,2005,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16
5965,PSP,2005,Role-Playing,Activision,0.25,0.01,0.0,0.03,0.29
8042,XB,2005,Role-Playing,Midway Games,0.14,0.04,0.0,0.01,0.18
7590,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2
5625,X360,2005,Shooter,Unknown,0.24,0.05,0.0,0.02,0.32
5750,PSP,2005,Platform,Capcom,0.27,0.01,0.0,0.03,0.31
8264,GC,2005,Action,Activision,0.13,0.03,0.0,0.0,0.17
8536,XB,2005,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16
8531,GC,2005,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16
5624,PS2,2005,Shooter,Ubisoft,0.16,0.12,0.0,0.04,0.32
6739,GC,2005,Platform,Midway Games,0.19,0.05,0.0,0.01,0.25
8207,PS2,2005,Action,Midway Games,0.09,0.07,0.0,0.02,0.17
5748,GBA,2005,Action,THQ,0.22,0.08,0.0,0.01,0.31
6037,PS2,2005,Simulation,Codemasters,0.14,0.11,0.0,0.04,0.29
8210,PS2,2005,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17
6664,GC,2005,Shooter,Electronic Arts,0.19,0.05,0.0,0.01,0.25
5822,GBA,2005,Action,Activision,0.22,0.08,0.0,0.01,0.3
6050,XB,2005,Action,THQ,0.22,0.06,0.0,0.01,0.29
7175,GBA,2005,Action,THQ,0.16,0.06,0.0,0.0,0.22
8198,XB,2005,Misc,Namco Bandai Games,0.13,0.04,0.0,0.01,0.18
5843,PS2,2005,Misc,Konami Digital Entertainment,0.15,0.12,0.0,0.04,0.3
6335,XB,2005,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27
7928,PS2,2005,Action,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19
7397,PS2,2005,Strategy,Square Enix,0.0,0.0,0.21,0.0,0.21
7943,GBA,2005,Platform,Vivendi Games,0.13,0.05,0.0,0.0,0.19
6474,PSP,2005,Racing,Vivendi Games,0.16,0.06,0.0,0.04,0.26
5545,GC,2005,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33
7172,PS2,2005,Racing,Global Star,0.11,0.09,0.0,0.03,0.22
8542,PS2,2005,Adventure,Activision,0.08,0.06,0.0,0.02,0.16
8541,DS,2005,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16
8327,GBA,2005,Action,Electronic Arts,0.12,0.05,0.0,0.0,0.17
7662,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2
7086,DS,2005,Fighting,Tomy Corporation,0.0,0.0,0.23,0.0,0.23
8026,GBA,2005,Strategy,Banpresto,0.0,0.0,0.18,0.0,0.18
8023,XB,2005,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18
5747,XB,2005,Shooter,Ubisoft,0.23,0.07,0.0,0.01,0.31
5733,XB,2005,Action,Atari,0.23,0.07,0.0,0.01,0.31
7634,GBA,2005,Misc,Namco Bandai Games,0.14,0.05,0.0,0.0,0.2
5986,GC,2005,Sports,Electronic Arts,0.23,0.06,0.0,0.01,0.29
5734,XB,2005,Action,Midway Games,0.23,0.07,0.0,0.01,0.31
6712,PS2,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25
5600,XB,2005,Sports,Electronic Arts,0.28,0.03,0.0,0.01,0.32
6295,DS,2005,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27
6278,DS,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27
6697,PS2,2005,Platform,THQ,0.12,0.1,0.0,0.03,0.25
8008,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18
7129,PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.23
5993,X360,2005,Sports,Electronic Arts,0.27,0.0,0.0,0.02,0.29
7631,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2
6699,XB,2005,Simulation,Electronic Arts,0.19,0.05,0.0,0.01,0.25
7142,PS2,2005,Action,Sega,0.11,0.09,0.0,0.03,0.22
8494,DS,2005,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16
6009,XB,2005,Shooter,Midway Games,0.22,0.06,0.0,0.01,0.29
7984,PSP,2005,Action,Tecmo Koei,0.07,0.0,0.11,0.01,0.19
6448,DS,2005,Platform,Ubisoft,0.21,0.04,0.0,0.02,0.26
7160,PS2,2005,Misc,Hudson Soft,0.0,0.0,0.22,0.0,0.22
8022,DS,2005,Action,Disney Interactive Studios,0.15,0.02,0.0,0.01,0.18
7646,XB,2005,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2
7298,GC,2005,Action,Activision,0.17,0.04,0.0,0.01,0.22
6729,XB,2005,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25
7613,XB,2005,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2
5614,X360,2005,Sports,Activision,0.28,0.02,0.0,0.03,0.32
5724,DS,2005,Action,Ubisoft,0.25,0.03,0.0,0.03,0.31
7967,PS2,2005,Action,Activision,0.09,0.07,0.0,0.02,0.19
5562,GC,2005,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33
6676,XB,2005,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25
8516,GBA,2005,Sports,DTP Entertainment,0.12,0.04,0.0,0.0,0.16
8437,GBA,2005,Misc,DSI Games,0.12,0.04,0.0,0.0,0.17
8441,DS,2005,Action,Vivendi Games,0.14,0.01,0.0,0.01,0.17
7410,PSP,2005,Misc,Activision,0.19,0.0,0.0,0.02,0.21
5567,GBA,2005,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33
6018,PS2,2005,Racing,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29
6381,GBA,2005,Misc,Zoo Digital Publishing,0.19,0.07,0.0,0.0,0.27
6759,GC,2005,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25
8057,PSP,2005,Strategy,Konami Digital Entertainment,0.11,0.01,0.05,0.01,0.18
6814,GBA,2005,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24
7534,PS2,2005,Misc,Crave Entertainment,0.1,0.08,0.0,0.03,0.2
6812,GC,2005,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.24
5924,PS2,2005,Strategy,THQ,0.15,0.11,0.0,0.04,0.3
8403,PSP,2005,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17
7696,PS2,2005,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2
6810,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24
7322,GC,2005,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21
6223,XB,2005,Platform,Activision,0.21,0.06,0.0,0.01,0.28
7004,PS2,2005,Role-Playing,Capcom,0.0,0.0,0.23,0.0,0.23
7885,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19
7006,PSP,2005,Misc,Play It,0.2,0.01,0.0,0.02,0.23
7435,XB,2005,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21
7551,GC,2005,Misc,THQ,0.16,0.04,0.0,0.01,0.2
6629,XB,2005,Misc,Activision,0.19,0.05,0.0,0.01,0.25
7701,PSP,2005,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2
5933,DS,2005,Simulation,Marvelous Interactive,0.3,0.0,0.0,0.0,0.3
7324,PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21
6988,PSP,2005,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23
7725,PS2,2005,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2
8119,GC,2005,Shooter,Activision,0.14,0.04,0.0,0.0,0.18
7367,PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21
7722,PS2,2005,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2
7533,GBA,2005,Misc,Zoo Digital Publishing,0.15,0.05,0.0,0.0,0.2
8182,DS,2005,Platform,Namco Bandai Games,0.16,0.0,0.0,0.01,0.18
8107,DS,2005,Racing,Electronic Arts,0.15,0.02,0.0,0.01,0.18
6974,XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23
8105,XB,2005,Platform,Sega,0.13,0.04,0.0,0.01,0.18
6978,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23
6824,PSP,2005,Misc,Midway Games,0.21,0.01,0.0,0.02,0.24
6823,DS,2005,Action,Electronic Arts,0.21,0.02,0.0,0.02,0.24
8186,PC,2005,Shooter,LucasArts,0.02,0.13,0.0,0.03,0.18
7380,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21
6985,PSP,2005,Puzzle,Namco Bandai Games,0.13,0.02,0.08,0.0,0.23
6563,XB,2005,Adventure,Electronic Arts,0.19,0.06,0.0,0.01,0.26
8568,GC,2005,Action,Vivendi Games,0.12,0.03,0.0,0.0,0.16
8238,PS2,2005,Shooter,Essential Games,0.0,0.0,0.17,0.0,0.17
7016,XB,2005,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23
6558,PS2,2005,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26
8194,GBA,2005,Platform,THQ,0.13,0.05,0.0,0.0,0.18
7282,DS,2005,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22
8289,GBA,2005,Misc,THQ,0.12,0.05,0.0,0.0,0.17
8551,GC,2005,Action,THQ,0.12,0.03,0.0,0.0,0.16
6556,X360,2005,Action,Ubisoft,0.2,0.03,0.0,0.02,0.26
5947,DS,2005,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.3
8065,DS,2005,Action,Activision,0.17,0.0,0.0,0.01,0.18
6059,PS2,2005,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29
6242,XB,2005,Action,Activision,0.21,0.06,0.0,0.01,0.28
5846,GBA,2005,Platform,Disney Interactive Studios,0.22,0.08,0.0,0.01,0.3
7071,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
5722,PS2,2005,Sports,Electronic Arts,0.15,0.12,0.0,0.04,0.31
8061,PSP,2005,Misc,Sony Computer Entertainment,0.0,0.0,0.18,0.0,0.18
6760,GBA,2005,Misc,Zoo Digital Publishing,0.18,0.07,0.0,0.0,0.25
7395,PSP,2005,Adventure,Ubisoft,0.18,0.01,0.0,0.02,0.21
7393,XB,2005,Shooter,Ubisoft,0.16,0.05,0.0,0.01,0.21
6348,PS2,2005,Action,Capcom,0.13,0.1,0.0,0.03,0.27
6770,PS2,2005,Adventure,Global Star,0.12,0.09,0.0,0.03,0.24
5650,GBA,2005,Platform,THQ,0.23,0.08,0.0,0.01,0.32
8287,PS2,2005,Racing,Play It,0.08,0.07,0.0,0.02,0.17
5649,PSP,2005,Fighting,Electronic Arts,0.29,0.0,0.0,0.03,0.32
5520,GC,2005,Shooter,Activision,0.25,0.07,0.0,0.01,0.33
5853,PS2,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3
5852,GBA,2005,Adventure,Global Star,0.22,0.08,0.0,0.01,0.3
5831,PSP,2005,Misc,Sega,0.0,0.0,0.3,0.0,0.3
5540,GC,2005,Fighting,Tomy Corporation,0.0,0.0,0.32,0.01,0.33
6788,PSP,2005,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24
6350,PSP,2005,Role-Playing,Ubisoft,0.0,0.01,0.25,0.01,0.27
7033,GBA,2005,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23
7042,GBA,2005,Sports,Electronic Arts,0.17,0.06,0.0,0.0,0.23
6774,GBA,2005,Simulation,Ubisoft,0.18,0.06,0.0,0.0,0.24
5525,PS2,2005,Fighting,Ignition Entertainment,0.16,0.13,0.0,0.04,0.33
8558,PS2,2005,Role-Playing,Banpresto,0.0,0.0,0.16,0.0,0.16
7680,PSP,2005,Action,Electronic Arts,0.17,0.01,0.0,0.02,0.2
7027,X360,2005,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23
6355,XB,2005,Action,Activision,0.2,0.06,0.0,0.01,0.27
11288,PC,2005,Shooter,Electronic Arts,0.0,0.07,0.0,0.02,0.08
8683,XB,2005,Shooter,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.16
2659,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77
12348,PC,2005,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06
12353,XB,2005,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06
12357,DS,2005,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06
12387,GC,2005,Sports,Crave Entertainment,0.05,0.01,0.0,0.0,0.06
12390,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
12400,XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.0,0.06
12401,GBA,2005,Misc,Sega,0.04,0.02,0.0,0.0,0.06
12408,PC,2005,Shooter,Activision,0.0,0.05,0.0,0.01,0.06
12422,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06
12433,GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
2668,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77
12443,XB,2005,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06
12495,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
2565,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8
2559,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81
12522,GBA,2005,Racing,Crave Entertainment,0.04,0.02,0.0,0.0,0.06
12559,GBA,2005,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06
12565,PSP,2005,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
2517,PSP,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.82
2506,PSP,2005,Sports,Activision,0.46,0.21,0.0,0.15,0.82
12581,DS,2005,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
12586,GBA,2005,Action,D3Publisher,0.04,0.02,0.0,0.0,0.06
2494,PS2,2005,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83
12458,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
2678,PSP,2005,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77
2682,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77
12314,GBA,2005,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06
12091,GC,2005,Misc,Midway Games,0.05,0.01,0.0,0.0,0.07
2838,DS,2005,Action,Warner Bros. Interactive Entertainment,0.35,0.3,0.0,0.07,0.72
2837,GBA,2005,Action,Sega,0.0,0.0,0.7,0.02,0.72
2827,PS2,2005,Action,Activision,0.6,0.02,0.0,0.1,0.72
2826,GBA,2005,Action,Ubisoft,0.52,0.19,0.0,0.01,0.72
2802,DS,2005,Platform,Nintendo,0.37,0.0,0.32,0.04,0.73
12148,GBA,2005,Sports,Electronic Arts,0.05,0.02,0.0,0.0,0.07
12157,GBA,2005,Adventure,THQ,0.05,0.02,0.0,0.0,0.07
2778,XB,2005,Racing,Take-Two Interactive,0.61,0.1,0.0,0.03,0.74
12187,PS2,2005,Fighting,SNK,0.03,0.03,0.0,0.01,0.07
12190,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07
12202,PSP,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07
12207,XB,2005,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07
12220,GBA,2005,Shooter,Sega,0.05,0.02,0.0,0.0,0.07
2748,PSP,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.18,0.75
2747,PSP,2005,Sports,Electronic Arts,0.69,0.0,0.0,0.06,0.75
12253,XB,2005,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06
12255,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06
12266,XB,2005,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
2721,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76
12273,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
2707,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76
12285,DS,2005,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06
2700,DS,2005,Misc,Sega,0.7,0.01,0.0,0.06,0.76
2692,PS2,2005,Action,LucasArts,0.64,0.02,0.0,0.1,0.76
12598,PS2,2005,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
12079,DS,2005,Strategy,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
12600,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0.0,0.0,0.06
12613,DS,2005,Puzzle,Atari,0.05,0.0,0.0,0.0,0.06
13027,GBA,2005,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05
13038,PC,2005,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05
2175,PS2,2005,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95
13063,DS,2005,Adventure,Activision,0.05,0.0,0.0,0.0,0.05
2148,DS,2005,Simulation,Electronic Arts,0.82,0.07,0.0,0.07,0.96
13102,PS2,2005,Shooter,Electronic Arts,0.0,0.0,0.05,0.0,0.05
2130,XB,2005,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97
2120,PC,2005,Action,Take-Two Interactive,0.0,0.92,0.0,0.05,0.98
2109,GBA,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98
13150,GC,2005,Platform,Global Star,0.04,0.01,0.0,0.0,0.05
2101,GC,2005,Platform,Sega,0.76,0.2,0.0,0.03,0.99
